2024 - Tender Sebutharga Summary,,,,,,,Awarded to Gaia,PO from dealer,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No ,Starting Date,Due Date,Institutions/University,Reference No,Bidding Title,SalesPerson,Product Brand,Product Model,Amount Value,Submitted Date,Submission Method,Success,Winning Company,Remark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"18 March, 2024","20 March, 2024",UKM ,NETSDP202406650,MEMBEKAL DAN MENGHANTAR BARANG BENCHTOP PH METER UNTUK PENYELIDIKAN MENGGUNAKAN KOD PERUNTUKAN UKM-TR2023-14 KETUA PROJEK TS DR. NURUL AQILAH MOHD ZAINI (FAIE/JSMN/2024/014),Wan Han,Mettler Toledo,F20 pH meter,"RM3,720.00","19 March, 2024",Online Bidding,No,COPENS SCIENTIFIC (M) SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"18 March, 2024","21 March, 2024",UM ,S/S04/2024/02/79891,[TBPJK] PREVENTIVE MAINTENANCE FOR MICROWAVE DIGESTION MARS6,Shadzrin,CEM,PPM,"RM1,500.00","21 March, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"22 March, 2024","23 March, 2024",UKM ,NETSDP202407286,"MEMBEKAL PERKHIDMATAN BAIK PULIH DAN MENUKAR ALAT GANTI PERALATAN MAKMAL MICROFLUIDIC'S CHAMBER DI FAKULTI FARMASI, UKM, KKL. [GERAN : PRIHATIN-2021-001/3] [KETUA PROJEK : P.M. DR. FAZREN AZMI]",Shahrul,Elveflow,Chamber,"RM49,500.00","22 March, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"15 March, 2024","18 March, 2024",UKM ,NETSDP202406646 ,"MEMBEKAL, MENGHANTAR, MENGUJITAULIAH MAGNETIC STIRRER WITH HOT PLATE MENGIKUT SPESIFIKASI UNTUK MAKMAL PENYEDIAAN SATELIT ARAS 2 BLOK C , PUSAT CORE,UKMKL MENGGUNAKAN PERUNTUKAN FSK7 KELULUSAN MESYUARAT BAJET BIL.1/2024",Syahirah,Wiggens,Hotplate,"RM1,950.00","18 March, 2024",Online Bidding,No,BIOTEK ABADI SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"15 March, 2024","18 March, 2024",UKM ,NETSDP202406645,"MEMBEKAL, MENGHANTAR, MENGUJITAULIAH VORTEX ORBITAL MENGIKUT SPESIFIKASI UNTUK MAKMAL PENYEDIAAN SATELIT ARAS 2 BLOK C , PUSAT CORE,UKMKL MENGGUNAKAN PERUNTUKAN FSK7 KELULUSAN MESYUARAT BAJET BIL.1/2024",Syahirah,Scientific Industries,Vortex Genie 2,"RM1,920.00","18 March, 2024",Online Bidding,No,BIOTEK ABADI SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"15 March, 2024","19 March, 2024",UKM ,NETSDP202406714 ,MEMBEKAL DAN MENGHANTAR BAHAN PAKAI HABIS (HUMAN VEGF-A) DENGAN MENGGUNAKAN PERUNTUKAN FRGS/1/2020/SKK0/UKM/03/3 UNTUK KEGUNAAN MAKMAL UMBI. N/P : FRGSFENDI/2024/002,Syahirah,ELK Biotech,Elisa Kit,"RM1,770.00","18 March, 2024",Online Bidding,No,GENOMAX TECHNOLOGIES SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"18 March, 2024","19 March, 2024",UKM ,NETSDP202406762 ,"MEMBEKAL DAN MENGHANTAR BAHAN MAKMAL PAKAI HABIS PENYELIDIKAN “DNA LADDER” DI BAWAH GRAN PENYELIDIKAN FRGS/1/2020/SKK0/UKM/03/9 (PROF MADYA DR NORDASHIMA – PELAJAR BARIZAH HANIM ), UNIT HISTOPATOLOGI, JABATAN PATOLOGI, FPUKM.: 7987",Syahirah,Simply,DNA Ladder,RM115.00,"19 March, 2024",Online Bidding,No,APICAL SCIENTIFIC SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"19 March, 2024","22 March, 2024",UKM ,NETSDP202406981 ,MEMBEKAL DAN MENGHANTAR PELBAGAI FILTERED TIPS & MICROTIPS UNTUK PENYELIDIKAN KEPADA DR NOR HASLINDA DI JABATAN O&G (U.P: FAEZ)),Syahirah,Chansow,tips,"RM1,075.00","20 March, 2024",Online Bidding,No,GOLDEN BIOTEK SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"14 March, 2024","21 March, 2024",Makmal Veterinar Zon Tengah,QT240000000004728,"MEMBEKAL, MENGHANTAR DAN MENGUJILARI ELISA READER & WASHER, HISTO TISSUE EMBEDDER MACHINE DAN AUTOCLAVE MACHINE UNTUK KEGUNAAN DI MVZT, SELANGOR",ET Lim,Berthold,Apollo Microplate reader,"RM23,490.00","20 March, 2024",Online Bidding,,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"19 March, 2024","22 March, 2024",UKM ,NETSDP202406975,"MEMBEKAL, MENGHANTAR DAN MENGUJITAULIAH REFRIGERATED MICROCENTRIFUGE KEGUNAAN PROJEK THE MALAYSIAN COHORT.PDE66/ARAJ/COHORT/022/2024",Syahirah,Hettich,Microcentrifuge,"RM33,850.00","22 March, 2024",Online Bidding,No,FC-BIOS SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"21 March, 2024","26 March, 2024",UKM,NETSDP202407145 ,"MEMBEKAL DAN MENGHANTAR ELISA KIT GHRELIN UNTUK PENYELIDIKAN DR GOON/AMIRA MENGGUNAKAN PERUNTUKAN FF-2020-068, N/P: G19/24",Syahirah,ELK Biotech,Elisa Kit,"RM1,885.00","22 March, 2024",Online Bidding,No,INSPHIRO TECHNOLOGIES SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"25 March, 2024","28 March, 2024",Nestlé Manufacturing (Malaysia) Sdn Bhd,3211,Fat by Acid Digestion system which consists of one (1) Acid Hydrolysis unit and one (1) unit of Solvent Fat Extractor,Megan,"Gerhard, Buchi",Acid Digestion system,"RM589,000.00","27 March, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"21 March, 2024","29 March, 2024",Jabatan Pertanian,QT240000000008919,"SEBUTHARGA MEMBEKAL, MENGHANTAR, MENGUJIGUNA DAN MENTAULIAH PERALATAN MAKMAL UNTUK DIAGNOSTIK PEROSAK TUMBUHAN DI BAHAGIAN BIOSEKURITI TUMBUHAN, JABATAN PERTANIAN, KUALA LUMPUR.
",ET Lim,,Multiple items,"RM60,700.00","27 March, 2024",Online Bidding,Yes,ANALISA RESOURCES (M) SDN. BHD.,"PO channel (RM6,520)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"26 March, 2024","1 April, 2024",USM,USMPT/KESIHATAN/24/05375(S1),PENYELENGGARAN DAN PEMBAIKAN ALATAN CO2 INCUBATOR DI MAKMAL INFORMM PULAU PINANG,Zul,Nuaire,PPM,"RM2,990.00","1 April, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"20 March, 2024","2 April, 2024",USM,USMPT/KESIHATAN/24/05198,"TO SUPPLY, DELIVER, INSTALL AND COMMISSION ONE (1) UNIT BENCHTOP CENTRIFUGE AT SCHOOL OF HEALTH SCIENCES, UNIVERSITI SAINS MALAYSIA (USM), HEALTH CAMPUS, KUBANG KERIAN, KELANTAN.",Syahirah,Hettich,Centrifuge,"RM44,210.00","1 April, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"20 March, 2024","2 April, 2024",USM,USMPT/KESIHATAN/24/05197,"TO SUPPLY, DELIVER, INSTALL AND COMMISSION ONE (1) UNIT BSC CLASS II AT SCHOOL OF HEALTH SCIENCES, UNIVERSITI SAINS MALAYSIA (USM), HEALTH CAMPUS, KUBANG KERIAN, KELANTAN.",Syahirah,Healforce,BSC,"RM31,770.00","1 April, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"27 March, 2024","3 April, 2024",Kolej Vocasional Chenor (Pertanian),QT240000000010369,"SEBUTHARGA PEMBELIAN DAN PEROLEHAN MEMBEKAL, MENGHANTAR, MEMASANG DAN MENGUJI PERALATAN MAKMAL KE KOLEJ VOKASIONAL PERTANIAN CHENOR FASA KEDUA TAHUN 2024
",Syahirah,,Multiple items,"RM109,850.00","4 April, 2024",Online Bidding,No,MH DELIMA SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"1 April, 2024","15 April, 2024",USM,SH3/24/P/PPSP/U/119,"MEMBEKAL, MENGHANTAR, MEMASANG DAN MENTAULIAH “ CLASS II BIOLOGICAL SAFETY CABINET” KE PUSAT PENGAJIAN SAINS PERUBATAN, KAMPUS KESIHATAN, UNIVERSITI SAINS MALAYSIA, KUBANG KERIAN, KELANTAN",Syahirah,Healforce,BSC,"RM39,560.00","5 April, 2024",Hardcopy by Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"8 April, 2024","16 April, 2024",USM,USMPT/INDUK/24/06913,"PELAWAAN BEKALAN PETI SEJUK -80 DARJAH CELSIUS, PUSAT PENGAJIAN SAINS FARMASI",Choi,Biomether Promed,Freezer MDF-86V58,"RM19,500.00","15 April, 2024",Online Bidding,No,SRI HIJRAH (M) SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"16 April, 2024","19 April, 2024",UKM,NETSDP202408552,"MEMBEKAL, MENGHANTAR, MEMASANG DAN MENGUJILARI BAHAN ASET UNTUK PENYELIDIKAN PROF. MADYA DR. AZNAN FAZLI ISMAIL, MENGGUNAKAN PERUNTUKAN ST-2024-004, JABATAN FIZIK GUNAAN, FST, UKM BANGI",Syahirah,Wiggens,WH620,"RM15,330.00","17 April, 2024",Online Bidding,No,KUANTAN SUNNY SCIENTIFIC COLLABORATION SDN. BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"1 April, 2024","19 April, 2024",JKM,QT240000000008213,"Membekal dan Menghantar Peralatan Saintifik ke Ibu Pejabat, Jabatan Kimia Malaysia",Huda,,Multiple item,"RM24,430.00","19 April, 2024",Online Bidding,Yes,Multiple company,PO Channel RM2350 (Teras Instruments),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"19 April, 2024","22 April, 2024",UKM,NETSDP202408752,"PERKHIDMATAN MEMERIKSA , MEMBAIK PULIH, MEMBEKAL ALAT GANTI DAN MENGUJI SEMULA 1 ELECTRODE BAGI PH METER JENAMA METTLER TOLEDO DI MAKMAL PENYELIDIKAN BIOFARMASI, ARAS 5, BLOK B, UKM KAMPUS KUALA LUMPUR JRM. [ GERAN :FRGS/1/2020/SKK0/UKM/02/1, KETUA : P.M.DR.NORAZRINA BINTI AZMI]",Wan Han,Mettler Toledo,LE438,"RM1,220.00","19 April, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"2 April, 2024","17 April, 2024",Sime Darby Plantation Technology Centre Sdn Bhd,T/SDPTC/2024/03/002,"DELIVERY, INSTALLATION AND COMMISIONING OF LGEM PHOTOBIOREACTOR PILOT-1700 AT KKS SUA BETONG",Choi,Lgem,Photobioreactor,"RM698,000.00","17 April, 2024",Email,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"16 April, 2024","23 April, 2024",Jabatan Perkhidmatan Veterinar,QT240000000007571,"MEMBEKAL, MENGHANTAR, MEMASANG DAN MENGUJILARI PERALATAN PEMBIAKBAKAAN DAN PENYIMPANAN CECAIR KRIOAWETAN (NITROGEN) KEPADA JABATAN PERKHIDMATAN VETERINAR",Choi,Antech,CryoCenter 240S,"RM305,000.00","23 April, 2024",Online Bidding,No,AVELAB SOLUTION SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"17 April, 2024","24 April, 2024",JAB. PERIKANAN SARAWAK (RETENDER),QT240000000011013,"Sebutharga Membekal, Memasang Dan Mentauliah Instrumen Saintifik Di Makmal Pusat Biosekuriti Perikanan Wilayah Sarawak, Bintawa Bagi Tahun 2024",Huda,,Multiple items,"RM102,700.00","24 April, 2024",Online Bidding,No,METRO JENDELA SDN. BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"17 April, 2024","24 April, 2024","MAKMAL VETERINAR ZON TIMUR (PAHANG)
",QT240000000011154,"MEMBEKAL, MENGHANTAR, MENURUNKAN, MEMASANG, DAN MENGUJI LARI BAGI PERALATAN PENYELIDIKAN KEGUNAAN MAKMAL VETERINAR ZON TIMUR (PAHANG).
",Syahirah,,Multiple Items,"RM63,270.00","23 April, 2024",Online Bidding,No,ERA BUMI SAINS SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"16 April, 2024","23 April, 2024",MAKMAL VETERINAR ZON SELATAN,QT240000000010953?,"PEROLEHAN MEMBEKAL, MENGHANTAR, MENGUJI DAN MENTAULIAH PERALATAN MAKMAL UNTUK KEGUNAAN DI MAKMAL VETERINAR ZON SELATAN",ET Lim,Mopec,Autopsy Saw,"RM22,200.00","22 April, 2024",Online Bidding,No,VNK SUPPLY & SERVICES,REX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"29 April, 2024","7 May, 2024",UKM,NETSDP202409369,"MEMBEKAL DAN MENGHANTAR BAHAN PAKAI HABIS DAN PERALATAN ASET UNTUK PENYELIDIKAN PROF. MADYA DR. AZNAN FAZLI ISMAIL, MENGGUNAKAN PERUNTUKAN ST-2024-004, JABATAN FIZIK GUNAAN, FST, UKM BANGI",Wan Han,Rocker Scientific,Rocker 300 & filtration assembly,"RM6,019.00","29 April, 2024",Online Bidding,No,EVERGREEN ENGINEERING & RESOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"29 April, 2024","30 April, 2024",UKM,NETSDP202409380,"MEMBEKAL PERKHIDMATAN BAIK PULIH DAN MENUKAR ALAT GANTI PERALATAN MAKMAL MICROFLUIDIC'S CHAMBER DI FAKULTI FARMASI, UKM, KKL. [GERAN : PRIHATIN-2021-001/3] [KETUA PROJEK : P.M. DR. FAZREN AZMI]",Shahrul,Microfluidic,LV1,"RM49,500.00","30 April, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"26 April, 2024","3 May, 2024",STRIDE (RETENDER),QT240000000010678,"PEROLEHAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH SATU (1) UNIT COLOUR FASTNESS AND LAUNDERING TESTER DI BAHAGIAN TEKNOLOGI PERLINDUNGAN DAN BIOFIZIKAL (BTPB), INSTITUT PENYELIDIKAN SAINS DAN TEKNOLOGI PERTAHANAN (STRIDE), KAJANG, SELANGOR.",Wan Han,ChiuVention,WashTrue,"RM135,000.00","3 May, 2024",Online Bidding,No,Ms Instrument (SEA) Sdn Bhd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"22 April, 2024","7 May, 2024",NAHRIM,QT240000000005430,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJIGUNA DAN MENTAULIAH PELBAGAI PERALATAN MAKMAL KIMIA UNTUK MAKMAL KUALITI AIR, NAHRIM",Wan Han,Organomation,N-EVAP 24 position,"RM44,594.00","3 May, 2024",Online Bidding,Yes,LAB SCIENCE SOLUTION SDN. BHD.,"PO channel (RM37,150)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"3 May, 2024","4 May, 2024",WILMAR,WPP 8811001155,N2 EVAPORATOR,Wan Han,Organomation,N-EVAP 24 Position,"RM32,500.00","3 May, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"23 April, 2024","6 April, 2024",USM,SH1/24/P/CIPPT/U/00044,"TO SUPPLY, DELIVER, INSTALL AND COMMISSIONING SMALL ANIMAL CAGES AND RACK SYSTEM TO INSTITUT PERUBATAN DAN PERGIGIAN TERMAJU, UNIVERSITI SAINS MALAYSIA, BERTAM, 13200 KEPALA BATAS, PULAU PINANG.",Choi,Hong Teng,Cages,"RM168,740.00","3 May, 2024",Hardcopy by Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"23 April, 2024","6 April, 2024",USM,SH1/24/P/CIPPT/U/00045,"TO SUPPLY, DELIVER, INSTALL AND COMMISSIONING INDIVIDUALLY VENTILATED CAGING TO INSTITUT PERUBATAN DAN PERGIGIAN TERMAJU, UNIVERSITI SAINS MALAYSIA, BERTAM, 13200 KEPALA BATAS, PULAU PINANG.",Choi,Hong Teng,Cages,"RM168,740.00","3 May, 2024",Hardcopy by Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"24 April, 2024","6 May, 2024",USM,A305/2024/USMKK/102/0000000326/A1435/1,"TENDER TITLE: TO SUPPLY, DELIVER, INSTALL AND COMMISSIONING “SPEEDMIXER” TO SCHOOL OF DENTAL SCIENCES, HEALTH CAMPUS,
UNIVERSITI SAINS MALAYSIA, KUBANG KERIAN, KELANTAN.",Shahrul,Kakuhunter,Speed Mixer,"RM39,800.00","6 May, 2024",Online Bidding,Yes,DMB (on behalf Gaia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"29 April, 2024","6 May, 2024",Petronas Research,RFP-000000103599,MEMBRANE EXCHANGE ASSEMBLY (MEA) FABRICATION EQUIPMENT ,Shahrul,Sonotek,Spray Coating system,"RM1,300,450.00","6 May, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"2 May, 2024","9 May, 2024",JABATAN PERHUTANAN SEMENANJUNG MALAYSIA,QT240000000007382,JH(SH)19/2024 - MEMBEKAL DAN MENGHANTAR PERALATAN MAKMAL FORENSIK PERHUTANAN,Syahirah,,Multiple items,"RM105,105.00","8 May, 2024",Online Bidding,No,ERA SAINS ENTERPRISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"30 April, 2024","9 May, 2024",Hospital UiTM Puncak Alam,"UiTM/B6/PER/SHR/B/0424/0032
","CADANGAN MEMBEKAL, MENGHANTAR DAN MENGUJILARI PERALATAN MAKMAL BAGI KEGUNAAN UNIT IMUNOLOGI DI JABATAN MAKMAL DIAGNOSTIK KLINIKAL, HOSPITAL AL-SULTAN ABDULLAH UiTM PUNCAK ALAM",ET Lim,Logos Biosystem,Luna FX-7,"RM91,600.00","8 May, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"13 May, 2024","14 May, 2024",USM,USMPT/KESIHATAN/24/08897,MEMBEKAL DAN MENGHANTAR KEPERLUAN PENYELIDIKAN (R503-KR-FRG001-0006171368-K134) DR. TAN SUAT CHENG / ASMAA' MOHD SATAR,Syahirah,Sigma/Merck,consumables,"RM4,535.00","13 May, 2024",Online Bidding,No,BIOTEK ABADI SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"14 May, 2024","20 May, 2024",UKM,NETSDP202410388,"011/24 UKKH : MEMESAN , MEMBEKAL DAN MENGHANTAR MICROPLATE ELISA READER UNTUK UKMCC , FST",Syahirah,Berthold,Apollo LB 917 Microplate reader,"RM31,500.00","16 May, 2024",Online Bidding,No,CHEMOPHARM SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"10 May, 2024","17 May, 2024",UTAR KAMPAR,FS/FGO/ClementWong-FRGS/016,RFQ,Choi,Simply,consumables,"RM3,285.00","16 May, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"10 May, 2024","17 May, 2024",UTAR KAMPAR,FS/FGO/Ismaliza-FRGS/013,RFQ,Choi,Simply,consumables,RM500.00,"16 May, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"16 May, 2024","20 May, 2024",UKM,NETSDP202410679,MEMBEKAL DAN MENGHANTAR PERALATAN (COMPACT SPIN COATER EZ4S) UNTUK MAKMAL PENYELIDIKAN N/PKEES 073/2024 MENGGUNAKAN PERUNTUKAN PRGS/1/2023/ICT10/UKM/01/1,Shahrul,CYSI,EZ4S,"RM9,500.00","17 May, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"7 May, 2024","20 May, 2024",Agensi Nuklear Malaysia,QT240000000013535,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH PELBAGAI JENIS PERALATAN KECIL UNTUK FASILITI PENGELUARAN KIT RADIOFARMASEUTIKAL DAN MAKMAL PRA-KLINIKAL AGENSI NUKLEAR MALAYSIA - SH.55/2024",Syahirah,,Multiple items,"RM111,950.00","17 May, 2024",Online Bidding,No,METRO JENDELA SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"17 May, 2024","21 May, 2024",Lembaga Getah Malaysia,LGM/SH/UPIB/TEM/24/05-1,PEMBELIAN NON-CONTACT MODE CANTILEVER,Isyraf,Park System,Non-contact mode cantilever,"RM3,300.00","21 May, 2024",Email,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"20 May, 2024","23 May, 2024",USM,USMPT/KESIHATAN/24/08608(S1),PREVENTIVE MAINTENANCE AND SERVICES TWO UNIT OF CO2 INCUBATOR AT INFORMM PULAU PINANG,Zul,Nuaire,PPM,"RM6,620.00","23 May, 2024",Online Bidding,No,SETIAMED RESOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"14 May, 2024","28 May, 2024",UMP,EBIDKEW1000/24/0057,"SUPPLY, DELIVERY, INSTALLATION, TESTING AND COMMISSIONING FOR THE REPLACEMENT OF OBSOLETE UV-VIS SPECTROPHOTOMETER, FACULTY OF CHEMICAL AND PROCESS ENGINEERING TECHNOLOGY, UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH",Huda,Hitachi,UH5300,"RM477,000.00","24 May, 2024",Hardcopy by Courier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"15 May, 2024","28 May, 2024",UCMI,UCMI/TENDER/04/2024/T,"TENDER PEMBELIAN, PEMBEKALAN, PEMASANGAN DAN PERKHIDMATAN SELEPAS JUALAN BAGI PERALATAN YANG DIGUNAKAN UNTUK TUJUAN PENGAJARAN DAN PEMBELAJARAN PRAKTIKAL BAGI PROGRAM BACHELOR OF SCIENCE IN PHARMACEUTICAL TECHNOLOGY (HONOURS) AND BACHELOR OF PHARMACY (HONOURS)",Wan Han,Hitachi & Lamy Rheology,HPLC & Rheometer,"RM471,000.00","28 May, 2024",Hardcopy by Hand,,,Retender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"23 May, 2024","28 May, 2024",USM (RETENDER),USMPT/KESIHATAN/24/03922(S2),"(MEMBEKAL, MENGHANTAR, MEMASANG DAN KOMISYEN ALATAN SONICATOR KE INFORMM PULAU PINANG)",Choi,Qsonica,Q700,"RM45,000.00","27 May, 2024",Online Bidding,No,MARSINI SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"23 May, 2024","29 May, 2024",UKM,NETSDP202411081,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAHGUNA ""TANK LN2 STORAGE"" KEPADA PUSAT REPRODUKTIF TERMAJU, ARC, HCTM.",Syahirah,Statebourne,Cryotank,"RM25,560.00","28 May, 2024",Online Bidding,No,INNERVATE TECH SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"20 May, 2024","2 June, 2024",USM,"SH3/24/P/PPSP/U/182
","MEMBEKAL, MENGHANTAR, MEMASANG DAN MENTAULIAH ""CO2 INCUBATOR"" KE PUSAT PENGAJIAN SAINS PERUBATAN, KAMPUS KESIHATAN, KUBANG KERIAN, KELANTAN. ",Syahirah,Nuaire,CO2 Incubator,"RM54,690.00","29 May, 2024",Hardcopy by Courier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"27 May, 2024","31 May, 2024",UTAR Sg Long,MK FMHS/RFQ/24/081,RFQ CO2 Incubator,ET Lim,Nuaire,CO2 Incubator,"RM79,080.00","29 May, 2024",Hardcopy by Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"30 April, 2024","30 May, 2024",Gamuda Berhad, ,"Proposed Development of Sg. Rasau Water Supply Scheme (Stage 1), Selangor Darul Ehsan Package 1 - Design and Build of Proposed Rasau Intake, Raw Water Pumping Mains,
Water Treatment Plant and Associated Works",Mr Chang,,Multiple items,"RM10,868,686.00","30 May, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"30 May, 2024","4 June, 2024",UKM,NETSDP202411539,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAHGUNA PERALATAN BIOHAZARD SAFETY CABINET DI MAKMAL TISU KULTUR .PERUNTUKAN CREST-2024-002.PM DR MASFUEH.NP/CREST/MR/01/2024
",Syahirah,Healforce,BSC,"RM31,660.00","31 May, 2024",Online Bidding,No,MATRIOUX (M) SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"4 June, 2024","6 June, 2024",UTAR KAMPAR,FSc/DAHS/2024/E016,RFQ 3 DOOR CHILLER,Choi,Hoshizaki,3 door Chiller,"RM13,800.00","4 June, 2024",Hardcopy by Courier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"4 June, 2024","6 June, 2024",UTAR KAMPAR,FSc/DAHS/2024/E018,RFQ REFRIGERATED MICROCENTRIFUGE,Choi,Dlab,refrigerated microcentrifuge,"RM17,200.00","4 June, 2024",hardcopy by courier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"4 June, 2024","6 June, 2024",UKM,NETSDP202411811,MEMBEKAL DAN MENGHANTAR ELISA KIT UNTUK PROJEK PENYELIDIKAN DR SUMAIYAH MAT MENGGUNAKAN GERAN PERUNTUKAN FRGS/1/2021/SKK0/UKM/02/15,Syahirah,ELK Biotech,Elisa Kit,"RM6,745.00","5 June, 2024",Online Bidding,No,WAN CARE SCIENTIFIC SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"5 June, 2024","6 June, 2024",UKM,NETSDP202411901,MEMBEKAL DAN MENGHANTAR KEPERLUAN ALAT PENYELIDIKAN - 2-GEL VERTICAL ELECTROPHORESIS SYSTEM,Syahirah,Biobase,Electrophoresis system,"RM7,160.00","6 June, 2024",Online Bidding,No,INTERSCIENCE SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
